-0.022125889	0.026361596	-0.0020346157	0.006427478	0.039517943
0.014582429	-0.025975447	0.06404933	0.016629975	0.010193747
-0.035353314	0.03821914	0.029904943	0.040250905	0.005973368
0.03445628	0.039914496	0.027934894	0.04120619	0.045585666
-0.013926438	0.05049116	0.02797532	0.040805016	0.025959287
0.037685595	0.038114775	-0.010072501	0.05295699	-0.024200888
-0.02225162	0.053934593	0.042599622	-0.019227663	-0.019624237
0.06035469	-0.008508852	0.033777043	0.034389444	0.015558392
0.016051944	-0.020256933	0.04111551	0.015422827	-0.02033423
0.033219926	0.008080491	0.061031837	-0.030266963	0.02218003
-0.0073536425	-0.016937273	0.03644471	0.031537276	-0.030267837
0.06354017	-0.032563694	-0.018833019	0.063983925	0.025320973
0.048313018	0.038803432	-0.028247423	0.055288248	0.051236372
0.029891387	-0.0135827735	0.0132875955	-0.008036702	0.022167938
0.043412328	-0.034692883	-0.004069804	0.018569458	-0.0043817624
0.029010229	-0.008664748	-0.009006796	0.054144323	-0.011621272
0.0057856026	0.027887974	-0.0046424996	-0.021590685	-0.014135167
0.03771862	0.0042258487	0.05092744	0.04724402	0.04942429
0.0021081725	-0.010198221	-0.02620987	0.061950326	0.038207117
0.04396065	0.05289236	0.04935728	0.061359387	-0.025942702
-0.0012193853	0.057228297	0.011580919	-0.0036594593	0.017943239
0.003046969	-0.023730865	0.055510953	0.034573212	0.010415392
0.020106187	0.044276003	-0.0003547233	-0.023785178	0.029493527
-0.0017793179	-0.047584165	-0.048280682	-0.04867537	-0.006879233
0.035672095	0.016919736	-0.010483015	-0.03939284	-0.033445824
0.049435973	0.020939931	0.019752344	0.014091475	0.036090743
0.006708843	-0.030186804	-0.023091227	-0.0029692363	-0.0030501955
-0.016954526	0.011195722	0.047187403	0.021467201	0.038962685
0.04062674	0.031699546	0.044393133	0.029746208	0.0039819763
0.029382821	0.0009138329	-0.016802192	0.055721514	-0.0025959723
-0.034380518	-0.044427957	-0.012680877	0.016742948	-0.01219628
